name,id,machine_id,downtime_reason_name,end_timestamp,start_timestamp,productivity,classification,duration_seconds,shift,day_of_week,utilisation_category,timestamp
Mill 1,6890aab5d999ef5b07d26573,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 13:55:50.236000+01:00,2025-08-04 13:41:59.743000+01:00,productive,UPTIME,830.493,DAY,MONDAY,PRODUCTIVE UPTIME,2025-08-04 13:41:59.743000+01:00
Mill 1,6890adebd999ef5b07d26a08,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 13:56:09.236000+01:00,2025-08-04 13:55:50.236000+01:00,productive,DOWNTIME,19.0,DAY,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 13:55:50.236000+01:00
Mill 1,6890ae09d999ef5b07d26a18,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 14:29:06.236000+01:00,2025-08-04 13:56:09.236000+01:00,productive,UPTIME,1977.0,DAY,MONDAY,PRODUCTIVE UPTIME,2025-08-04 13:56:09.236000+01:00
Mill 1,6890b5b3d999ef5b07d270b6,6809f67ffc54c40ff1b489cf,Coil Change,2025-08-04 14:38:06.236000+01:00,2025-08-04 14:29:06.236000+01:00,productive,DOWNTIME,540.0,DAY,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 14:29:06.236000+01:00
Mill 1,6890b7caf083bcb294d12da5,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 15:19:56.732000+01:00,2025-08-04 14:38:06.236000+01:00,productive,UPTIME,2510.496,DAY,MONDAY,PRODUCTIVE UPTIME,2025-08-04 14:38:06.236000+01:00
Mill 1,6890c1a0f083bcb294d139bf,6809f67ffc54c40ff1b489cf,change strut pack,2025-08-04 15:20:35.732000+01:00,2025-08-04 15:19:56.732000+01:00,productive,DOWNTIME,39.0,DAY,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 15:19:56.732000+01:00
Mill 1,6890c1bdf083bcb294d13a1c,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 15:23:07.732000+01:00,2025-08-04 15:20:35.732000+01:00,productive,UPTIME,152.0,DAY,MONDAY,PRODUCTIVE UPTIME,2025-08-04 15:20:35.732000+01:00
Mill 1,6890c25ff083bcb294d13a7a,6809f67ffc54c40ff1b489cf,Coil Change,2025-08-04 15:36:48.732000+01:00,2025-08-04 15:23:07.732000+01:00,productive,DOWNTIME,821.0,DAY,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 15:23:07.732000+01:00
Mill 1,6890c594f083bcb294d13dac,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 15:37:36.732000+01:00,2025-08-04 15:36:48.732000+01:00,productive,UPTIME,48.0,DAY,MONDAY,PRODUCTIVE UPTIME,2025-08-04 15:36:48.732000+01:00
Mill 1,6890c5d1f083bcb294d13dbc,6809f67ffc54c40ff1b489cf,Lubrication Issue,2025-08-04 15:41:52.732000+01:00,2025-08-04 15:37:36.732000+01:00,unproductive,DOWNTIME,256.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME,2025-08-04 15:37:36.732000+01:00
Mill 1,6890c6c4f083bcb294d13ebb,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 15:45:44.217000+01:00,2025-08-04 15:41:52.732000+01:00,productive,UPTIME,231.485,DAY,MONDAY,PRODUCTIVE UPTIME,2025-08-04 15:41:52.732000+01:00
Mill 1,6890c79cf083bcb294d13fd2,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 15:46:01.217000+01:00,2025-08-04 15:45:44.217000+01:00,productive,DOWNTIME,17.0,DAY,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 15:45:44.217000+01:00
Mill 1,6890c7b4f083bcb294d13fe4,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 15:49:07.217000+01:00,2025-08-04 15:46:01.217000+01:00,productive,UPTIME,186.0,DAY,MONDAY,PRODUCTIVE UPTIME,2025-08-04 15:46:01.217000+01:00
Mill 1,6890c875f083bcb294d14038,6809f67ffc54c40ff1b489cf,No Reason Provided,2025-08-04 16:00:00+01:00,2025-08-04 15:49:07.217000+01:00,unproductive,DOWNTIME,652.783,DAY,MONDAY,UNPRODUCTIVE DOWNTIME,2025-08-04 15:49:07.217000+01:00
Mill 1,6890cafdf083bcb294d14340,6809f67ffc54c40ff1b489cf,Not On Shift,2025-08-04 18:00:00+01:00,2025-08-04 16:00:00+01:00,unproductive,DOWNTIME,7200.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME,2025-08-04 16:00:00+01:00
Mill 1,6890e72ff083bcb294d15c31,6809f67ffc54c40ff1b489cf,Meeting,2025-08-04 18:29:11.249000+01:00,2025-08-04 18:00:00+01:00,productive,DOWNTIME,1751.249,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 18:00:00+01:00
Mill 1,6890edeff083bcb294d16385,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 18:29:32.249000+01:00,2025-08-04 18:29:11.249000+01:00,productive,UPTIME,21.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 18:29:11.249000+01:00
Mill 1,6890ee0ef083bcb294d1638f,6809f67ffc54c40ff1b489cf,Hydraulic Fault,2025-08-04 18:46:48.784000+01:00,2025-08-04 18:29:32.249000+01:00,unproductive,DOWNTIME,1036.535,NIGHT,MONDAY,UNPRODUCTIVE DOWNTIME,2025-08-04 18:29:32.249000+01:00
Mill 1,6890f228f083bcb294d166dd,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 18:47:19.784000+01:00,2025-08-04 18:46:48.784000+01:00,productive,UPTIME,31.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 18:46:48.784000+01:00
Mill 1,6890f245f083bcb294d166ef,6809f67ffc54c40ff1b489cf,Adjust Mill,2025-08-04 18:48:15.784000+01:00,2025-08-04 18:47:19.784000+01:00,productive,DOWNTIME,56.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 18:47:19.784000+01:00
Mill 1,6890f263f083bcb294d166fd,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 18:48:39.784000+01:00,2025-08-04 18:48:15.784000+01:00,productive,UPTIME,24.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 18:48:15.784000+01:00
Mill 1,6890f280f083bcb294d16703,6809f67ffc54c40ff1b489cf,Adjust Mill,2025-08-04 18:51:27.784000+01:00,2025-08-04 18:48:39.784000+01:00,productive,DOWNTIME,168.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 18:48:39.784000+01:00
Mill 1,6890f345f083bcb294d16794,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 18:53:00.784000+01:00,2025-08-04 18:51:27.784000+01:00,productive,UPTIME,93.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 18:51:27.784000+01:00
Mill 1,6890f392f083bcb294d167b5,6809f67ffc54c40ff1b489cf,Adjust Mill,2025-08-04 18:55:45.784000+01:00,2025-08-04 18:53:00.784000+01:00,productive,DOWNTIME,165.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 18:53:00.784000+01:00
Mill 1,6890f449f083bcb294d1682d,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 19:07:50.784000+01:00,2025-08-04 18:55:45.784000+01:00,productive,UPTIME,725.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 18:55:45.784000+01:00
Mill 1,6890f6fdf083bcb294d169a7,6809f67ffc54c40ff1b489cf,Adjust Mill,2025-08-04 19:10:07.784000+01:00,2025-08-04 19:07:50.784000+01:00,productive,DOWNTIME,137.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 19:07:50.784000+01:00
Mill 1,6890f78bf083bcb294d169ff,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 19:11:13.784000+01:00,2025-08-04 19:10:07.784000+01:00,productive,UPTIME,66.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 19:10:07.784000+01:00
Mill 1,6890f7d8f083bcb294d16a51,6809f67ffc54c40ff1b489cf,Adjust Mill,2025-08-04 19:15:50.784000+01:00,2025-08-04 19:11:13.784000+01:00,productive,DOWNTIME,277.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 19:11:13.784000+01:00
Mill 1,6890f8fbf083bcb294d16b11,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 19:17:41.784000+01:00,2025-08-04 19:15:50.784000+01:00,productive,UPTIME,111.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 19:15:50.784000+01:00
Mill 1,6890f962f083bcb294d16b2b,6809f67ffc54c40ff1b489cf,1 person operator ,2025-08-04 19:19:25.784000+01:00,2025-08-04 19:17:41.784000+01:00,productive,DOWNTIME,104.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 19:17:41.784000+01:00
Mill 1,6890f9b3f083bcb294d16b47,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 19:30:50.784000+01:00,2025-08-04 19:19:25.784000+01:00,productive,UPTIME,685.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 19:19:25.784000+01:00
Mill 1,6890fc73f083bcb294d16ddf,6809f67ffc54c40ff1b489cf,1 person operator ,2025-08-04 19:32:05.784000+01:00,2025-08-04 19:30:50.784000+01:00,productive,DOWNTIME,75.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 19:30:50.784000+01:00
Mill 1,6890fcaff083bcb294d16e01,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 19:32:27.784000+01:00,2025-08-04 19:32:05.784000+01:00,productive,UPTIME,22.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 19:32:05.784000+01:00
Mill 1,6890fccaf083bcb294d16e05,6809f67ffc54c40ff1b489cf,1 person operator ,2025-08-04 19:33:23.784000+01:00,2025-08-04 19:32:27.784000+01:00,productive,DOWNTIME,56.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 19:32:27.784000+01:00
Mill 1,6890fd07f083bcb294d16e1f,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 19:33:51.784000+01:00,2025-08-04 19:33:23.784000+01:00,productive,UPTIME,28.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 19:33:23.784000+01:00
Mill 1,6890fd24f083bcb294d16e25,6809f67ffc54c40ff1b489cf,1 person operator ,2025-08-04 19:37:08.784000+01:00,2025-08-04 19:33:51.784000+01:00,productive,DOWNTIME,197.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 19:33:51.784000+01:00
Mill 1,6890fde8f083bcb294d16ec5,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 19:50:19.274000+01:00,2025-08-04 19:37:08.784000+01:00,productive,UPTIME,790.49,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 19:37:08.784000+01:00
Mill 1,689100f5f083bcb294d170fa,6809f67ffc54c40ff1b489cf,change strut pack,2025-08-04 19:51:45.274000+01:00,2025-08-04 19:50:19.274000+01:00,productive,DOWNTIME,86.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 19:50:19.274000+01:00
Mill 1,68910148f083bcb294d1712d,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 20:04:20.274000+01:00,2025-08-04 19:51:45.274000+01:00,productive,UPTIME,755.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 19:51:45.274000+01:00
Mill 1,6891044ff083bcb294d172f1,6809f67ffc54c40ff1b489cf,change Strut length,2025-08-04 20:08:47.274000+01:00,2025-08-04 20:04:20.274000+01:00,productive,DOWNTIME,267.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 20:04:20.274000+01:00
Mill 1,68910546f083bcb294d1736a,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 20:14:32.274000+01:00,2025-08-04 20:08:47.274000+01:00,productive,UPTIME,345.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 20:08:47.274000+01:00
Mill 1,689106a8f083bcb294d1741b,6809f67ffc54c40ff1b489cf,Adjust Mill,2025-08-04 20:15:05.274000+01:00,2025-08-04 20:14:32.274000+01:00,productive,DOWNTIME,33.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 20:14:32.274000+01:00
Mill 1,689106c1f083bcb294d17438,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 20:18:12.274000+01:00,2025-08-04 20:15:05.274000+01:00,productive,UPTIME,187.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 20:15:05.274000+01:00
Mill 1,68910785f083bcb294d174ac,6809f67ffc54c40ff1b489cf,change strut pack,2025-08-04 20:19:36.274000+01:00,2025-08-04 20:18:12.274000+01:00,productive,DOWNTIME,84.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 20:18:12.274000+01:00
Mill 1,689107daf083bcb294d174be,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 20:27:59.274000+01:00,2025-08-04 20:19:36.274000+01:00,productive,UPTIME,503.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 20:19:36.274000+01:00
Mill 1,689109d1f083bcb294d17685,6809f67ffc54c40ff1b489cf,Adjust Mill,2025-08-04 20:29:40.274000+01:00,2025-08-04 20:27:59.274000+01:00,productive,DOWNTIME,101.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 20:27:59.274000+01:00
Mill 1,68910a3ef083bcb294d176db,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 20:37:28.274000+01:00,2025-08-04 20:29:40.274000+01:00,productive,UPTIME,468.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 20:29:40.274000+01:00
Mill 1,68910c06f083bcb294d178d3,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 20:37:53.274000+01:00,2025-08-04 20:37:28.274000+01:00,productive,DOWNTIME,25.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 20:37:28.274000+01:00
Mill 1,68910c26f083bcb294d178e3,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 20:38:14.274000+01:00,2025-08-04 20:37:53.274000+01:00,productive,UPTIME,21.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 20:37:53.274000+01:00
Mill 1,68910c42f083bcb294d178f3,6809f67ffc54c40ff1b489cf,Stamp Change Date/Logo,2025-08-04 20:40:53.274000+01:00,2025-08-04 20:38:14.274000+01:00,productive,DOWNTIME,159.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 20:38:14.274000+01:00
Mill 1,68910ce3f083bcb294d179af,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 20:42:36.274000+01:00,2025-08-04 20:40:53.274000+01:00,productive,UPTIME,103.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 20:40:53.274000+01:00
Mill 1,68910d3ef083bcb294d17a2b,6809f67ffc54c40ff1b489cf,change strut pack,2025-08-04 20:47:19.783000+01:00,2025-08-04 20:42:36.274000+01:00,productive,DOWNTIME,283.509,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 20:42:36.274000+01:00
Mill 1,68910e52f083bcb294d17ba1,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 20:52:31.783000+01:00,2025-08-04 20:47:19.783000+01:00,productive,UPTIME,312.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 20:47:19.783000+01:00
Mill 1,68910f9ef083bcb294d17d4b,6809f67ffc54c40ff1b489cf,Coil Change,2025-08-04 21:22:44.783000+01:00,2025-08-04 20:52:31.783000+01:00,productive,DOWNTIME,1813.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 20:52:31.783000+01:00
Mill 1,689116adf083bcb294d18449,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 21:35:55.783000+01:00,2025-08-04 21:22:44.783000+01:00,productive,UPTIME,791.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 21:22:44.783000+01:00
Mill 1,689119bff083bcb294d187ef,6809f67ffc54c40ff1b489cf,change strut pack,2025-08-04 21:37:55.783000+01:00,2025-08-04 21:35:55.783000+01:00,productive,DOWNTIME,120.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 21:35:55.783000+01:00
Mill 1,68911a3cf083bcb294d1884f,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 21:53:09.281000+01:00,2025-08-04 21:37:55.783000+01:00,productive,UPTIME,913.498,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 21:37:55.783000+01:00
Mill 1,68911dbff083bcb294d18a63,6809f67ffc54c40ff1b489cf,change strut pack,2025-08-04 21:54:46.281000+01:00,2025-08-04 21:53:09.281000+01:00,productive,DOWNTIME,97.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 21:53:09.281000+01:00
Mill 1,68911e26f083bcb294d18a81,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 22:09:42.281000+01:00,2025-08-04 21:54:46.281000+01:00,productive,UPTIME,896.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 21:54:46.281000+01:00
Mill 1,6891219ff083bcb294d18cbd,6809f67ffc54c40ff1b489cf,Coil Change,2025-08-04 22:10:46.281000+01:00,2025-08-04 22:09:42.281000+01:00,productive,DOWNTIME,64.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 22:09:42.281000+01:00
Mill 1,689121f5f083bcb294d18d2d,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 22:13:34.281000+01:00,2025-08-04 22:10:46.281000+01:00,productive,UPTIME,168.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 22:10:46.281000+01:00
Mill 1,68912293f083bcb294d18d5d,6809f67ffc54c40ff1b489cf,Coil Issue,2025-08-04 22:30:32.281000+01:00,2025-08-04 22:13:34.281000+01:00,unproductive,DOWNTIME,1018.0,NIGHT,MONDAY,UNPRODUCTIVE DOWNTIME,2025-08-04 22:13:34.281000+01:00
Mill 1,68912685f083bcb294d1911d,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 22:31:28.281000+01:00,2025-08-04 22:30:32.281000+01:00,productive,UPTIME,56.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 22:30:32.281000+01:00
Mill 1,689126b8f083bcb294d19143,6809f67ffc54c40ff1b489cf,Coil Issue,2025-08-04 22:37:54.281000+01:00,2025-08-04 22:31:28.281000+01:00,unproductive,DOWNTIME,386.0,NIGHT,MONDAY,UNPRODUCTIVE DOWNTIME,2025-08-04 22:31:28.281000+01:00
Mill 1,6891284ff083bcb294d1920b,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 22:39:24.281000+01:00,2025-08-04 22:37:54.281000+01:00,productive,UPTIME,90.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 22:37:54.281000+01:00
Mill 1,6891289cf083bcb294d19220,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 22:39:30.281000+01:00,2025-08-04 22:39:24.281000+01:00,productive,DOWNTIME,6.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 22:39:24.281000+01:00
Mill 1,6891289cf083bcb294d19221,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 22:47:49.810000+01:00,2025-08-04 22:39:30.281000+01:00,productive,UPTIME,499.529,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 22:39:30.281000+01:00
Mill 1,68912aa9f083bcb294d19441,6809f67ffc54c40ff1b489cf,Not Listed - Note on Sheet,2025-08-04 22:58:36.810000+01:00,2025-08-04 22:47:49.810000+01:00,unproductive,DOWNTIME,647.0,NIGHT,MONDAY,UNPRODUCTIVE DOWNTIME,2025-08-04 22:47:49.810000+01:00
Mill 1,68912d2ef083bcb294d19729,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 23:03:40.810000+01:00,2025-08-04 22:58:36.810000+01:00,productive,UPTIME,304.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 22:58:36.810000+01:00
Mill 1,68912e47f083bcb294d19847,6809f67ffc54c40ff1b489cf,change strut pack,2025-08-04 23:04:31.810000+01:00,2025-08-04 23:03:40.810000+01:00,productive,DOWNTIME,51.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 23:03:40.810000+01:00
Mill 1,68912e79f083bcb294d1986b,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 23:19:43.810000+01:00,2025-08-04 23:04:31.810000+01:00,productive,UPTIME,912.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 23:04:31.810000+01:00
Mill 1,68913210f083bcb294d19aa3,6809f67ffc54c40ff1b489cf,change strut pack,2025-08-04 23:21:29.810000+01:00,2025-08-04 23:19:43.810000+01:00,productive,DOWNTIME,106.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 23:19:43.810000+01:00
Mill 1,68913279f083bcb294d19b3f,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 23:37:04.810000+01:00,2025-08-04 23:21:29.810000+01:00,productive,UPTIME,935.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 23:21:29.810000+01:00
Mill 1,68913623f083bcb294d19da3,6809f67ffc54c40ff1b489cf,Adjust Mill,2025-08-04 23:37:54.810000+01:00,2025-08-04 23:37:04.810000+01:00,productive,DOWNTIME,50.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 23:37:04.810000+01:00
Mill 1,6891365df083bcb294d19dd5,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 23:40:16.810000+01:00,2025-08-04 23:37:54.810000+01:00,productive,UPTIME,142.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 23:37:54.810000+01:00
Mill 1,689136e4f083bcb294d19e5a,6809f67ffc54c40ff1b489cf,Coil Change,2025-08-04 23:49:18.320000+01:00,2025-08-04 23:40:16.810000+01:00,productive,DOWNTIME,541.51,NIGHT,MONDAY,PRODUCTIVE DOWNTIME,2025-08-04 23:40:16.810000+01:00
Mill 1,68913907f083bcb294d1a021,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-04 23:56:28.320000+01:00,2025-08-04 23:49:18.320000+01:00,productive,UPTIME,430.0,NIGHT,MONDAY,PRODUCTIVE UPTIME,2025-08-04 23:49:18.320000+01:00
Mill 1,68913ab2f083bcb294d1a221,6809f67ffc54c40ff1b489cf,Break,2025-08-05 00:32:58.320000+01:00,2025-08-04 23:56:28.320000+01:00,unproductive,DOWNTIME,2190.0,NIGHT,MONDAY,UNPRODUCTIVE DOWNTIME,2025-08-04 23:56:28.320000+01:00
Mill 1,68914340f083bcb294d1a8dc,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-05 00:34:16.320000+01:00,2025-08-05 00:32:58.320000+01:00,productive,UPTIME,78.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-08-05 00:32:58.320000+01:00
Mill 1,6891438ef083bcb294d1a8e9,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-05 00:34:18.320000+01:00,2025-08-05 00:34:16.320000+01:00,productive,DOWNTIME,2.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-08-05 00:34:16.320000+01:00
Mill 1,6891438ef083bcb294d1a8ea,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-05 00:40:27.320000+01:00,2025-08-05 00:34:18.320000+01:00,productive,UPTIME,369.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-08-05 00:34:18.320000+01:00
Mill 1,689144f8f083bcb294d1aabc,6809f67ffc54c40ff1b489cf,change strut pack,2025-08-05 00:41:15.320000+01:00,2025-08-05 00:40:27.320000+01:00,productive,DOWNTIME,48.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-08-05 00:40:27.320000+01:00
Mill 1,68914533f083bcb294d1aae2,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-05 00:56:27.823000+01:00,2025-08-05 00:41:15.320000+01:00,productive,UPTIME,912.503,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-08-05 00:41:15.320000+01:00
Mill 1,689148bcf083bcb294d1ae88,6809f67ffc54c40ff1b489cf,Adjust Mill,2025-08-05 00:57:33.823000+01:00,2025-08-05 00:56:27.823000+01:00,productive,DOWNTIME,66.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-08-05 00:56:27.823000+01:00
Mill 1,689148f5f083bcb294d1aebf,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-05 01:12:45.823000+01:00,2025-08-05 00:57:33.823000+01:00,productive,UPTIME,912.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-08-05 00:57:33.823000+01:00
Mill 1,68914c85f083bcb294d1b1f8,6809f67ffc54c40ff1b489cf,Adjust Mill,2025-08-05 01:14:02.823000+01:00,2025-08-05 01:12:45.823000+01:00,productive,DOWNTIME,77.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-08-05 01:12:45.823000+01:00
Mill 1,68914cd7f083bcb294d1b216,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-05 01:16:19.823000+01:00,2025-08-05 01:14:02.823000+01:00,productive,UPTIME,137.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-08-05 01:14:02.823000+01:00
Mill 1,68914d5cf083bcb294d1b2d4,6809f67ffc54c40ff1b489cf,Coil Change,2025-08-05 01:25:01.823000+01:00,2025-08-05 01:16:19.823000+01:00,productive,DOWNTIME,522.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-08-05 01:16:19.823000+01:00
Mill 1,68914f82f083bcb294d1b51e,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-05 01:38:43.823000+01:00,2025-08-05 01:25:01.823000+01:00,productive,UPTIME,822.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-08-05 01:25:01.823000+01:00
Mill 1,689152b9f083bcb294d1b822,6809f67ffc54c40ff1b489cf,change strut pack,2025-08-05 01:39:37.823000+01:00,2025-08-05 01:38:43.823000+01:00,productive,DOWNTIME,54.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-08-05 01:38:43.823000+01:00
Mill 1,689152d9f083bcb294d1b841,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-05 01:55:05.310000+01:00,2025-08-05 01:39:37.823000+01:00,productive,UPTIME,927.487,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-08-05 01:39:37.823000+01:00
Mill 1,68915681f083bcb294d1bb71,6809f67ffc54c40ff1b489cf,change strut pack,2025-08-05 01:56:22.310000+01:00,2025-08-05 01:55:05.310000+01:00,productive,DOWNTIME,77.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME,2025-08-05 01:55:05.310000+01:00
Mill 1,689156d8f083bcb294d1bbd0,6809f67ffc54c40ff1b489cf,No Reason Required,2025-08-05 02:16:22.310000+01:00,2025-08-05 01:56:22.310000+01:00,productive,UPTIME,1200.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME,2025-08-05 01:56:22.310000+01:00
